education,language,age_category,income_category,gender,province,health,citizenship,born_in_canada,marital_status,owns_house,total_samples,category_samples,poststrat_weight
Bachelor,French,25-34,"Less than $25,000",Male,Quebec,Good/Very Good,Yes,Yes,Never Married,No residence,12146,1,8.233163181294254e-5
No degree/diploma,English,15-24,"Less than $25,000",Male,Manitoba,Excellent,Yes,Yes,Never Married,Own a residence,12146,3,2.469948954388276e-4
College/Trade,English_and_French,75-84,"$50,000 to $74,999",Male,Manitoba,Excellent,Yes,Yes,Never Married,Own a residence,12146,1,8.233163181294254e-5
High School,English,65-74,"$25,000 to $49,999",Male,British Columbia,Good/Very Good,Yes,Yes,Widowed,Own a residence,12146,1,8.233163181294254e-5
Bachelor,English,75-84,"$25,000 to $49,999",Male,Saskatchewan,Good/Very Good,Yes,No,Married,Own a residence,12146,1,8.233163181294254e-5
Bachelor,English,25-34,"$75,000 to $99,999",Female,Ontario,Excellent,No,No,Never Married,No residence,12146,1,8.233163181294254e-5
No degree/diploma,English,75-84,"$25,000 to $49,999",Female,Alberta,Excellent,Yes,Yes,Widowed,Own a residence,12146,1,8.233163181294254e-5
College/Trade,English,55-64,"Less than $25,000",Female,Quebec,Good/Very Good,Yes,No,Divorced,No residence,12146,1,8.233163181294254e-5
No degree/diploma,English_and_French,75-84,"Less than $25,000",Female,Quebec,Poor/Fair,Yes,Yes,Never Married,No residence,12146,1,8.233163181294254e-5
High School,English,65-74,"$50,000 to $74,999",Female,Ontario,Poor/Fair,Yes,No,Divorced,Own a residence,12146,1,8.233163181294254e-5
College/Trade,English,55-64,"Less than $25,000",Male,Saskatchewan,Poor/Fair,Yes,Yes,Married,Own a residence,12146,2,1.6466326362588507e-4
Postgrad,English,35-44,"$75,000 to $99,999",Female,British Columbia,Excellent,Yes,No,Married,Own a residence,12146,1,8.233163181294254e-5
No degree/diploma,English,75-84,"Less than $25,000",Male,Ontario,Poor/Fair,Yes,Yes,Married,No residence,12146,1,8.233163181294254e-5
College/Trade,English_and_French,65-74,"$50,000 to $74,999",Female,New Brunswick,Excellent,Yes,Yes,Living with a partner,Own a residence,12146,1,8.233163181294254e-5
College/Trade,English,45-54,"$25,000 to $49,999",Female,British Columbia,Good/Very Good,Yes,Yes,Never Married,No residence,12146,1,8.233163181294254e-5
Bachelor,English_and_French,35-44,"$125,000 and more",Male,Quebec,Excellent,Yes,Yes,Living with a partner,Own a residence,12146,2,1.6466326362588507e-4
College/Trade,English,25-34,"$25,000 to $49,999",Male,Ontario,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,12146,1,8.233163181294254e-5
College/Trade,French,55-64,"Less than $25,000",Female,Quebec,Poor/Fair,Yes,Yes,Living with a partner,Own a residence,12146,1,8.233163181294254e-5
Postgrad,English,45-54,"$75,000 to $99,999",Male,Ontario,Excellent,Yes,No,Widowed,Own a residence,12146,1,8.233163181294254e-5
College/Trade,English,25-34,"$50,000 to $74,999",Male,Alberta,Excellent,Yes,Yes,Married,Own a residence,12146,3,2.469948954388276e-4
High School,French,75-84,"$25,000 to $49,999",Female,Quebec,Poor/Fair,Yes,Yes,Never Married,Own a residence,12146,1,8.233163181294254e-5
No degree/diploma,English_and_French,65-74,"Less than $25,000",Female,Quebec,Poor/Fair,Yes,Yes,Widowed,No residence,12146,1,8.233163181294254e-5
College/Trade,English,55-64,"$75,000 to $99,999",Male,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,12146,3,2.469948954388276e-4
College/Trade,French,25-34,"$25,000 to $49,999",Female,Quebec,Poor/Fair,Yes,Yes,Living with a partner,No residence,12146,1,8.233163181294254e-5
No degree/diploma,English_and_French,55-64,"Less than $25,000",Male,New Brunswick,Good/Very Good,Yes,Yes,Never Married,No residence,12146,1,8.233163181294254e-5
College/Trade,English,35-44,"$25,000 to $49,999",Male,Alberta,Good/Very Good,Yes,Yes,Never Married,No residence,12146,1,8.233163181294254e-5
High School,English_and_French,45-54,"$50,000 to $74,999",Male,Ontario,Poor/Fair,Yes,Yes,Living with a partner,No residence,12146,1,8.233163181294254e-5
High School,English_and_French,15-24,"Less than $25,000",Female,Alberta,Good/Very Good,Yes,Yes,Never Married,No residence,12146,1,8.233163181294254e-5
College/Trade,English,55-64,"Less than $25,000",Male,Ontario,Excellent,Yes,Yes,Separated,Own a residence,12146,1,8.233163181294254e-5
Bachelor,English,45-54,"$50,000 to $74,999",Female,New Brunswick,Excellent,Yes,Yes,Married,Own a residence,12146,2,1.6466326362588507e-4
No degree/diploma,French,65-74,"Less than $25,000",Female,Quebec,Good/Very Good,Yes,Yes,Divorced,Own a residence,12146,5,4.1165815906471265e-4
Bachelor,English,35-44,"$75,000 to $99,999",Female,Ontario,Good/Very Good,Yes,No,Married,Own a residence,12146,3,2.469948954388276e-4
Bachelor,English,35-44,"$25,000 to $49,999",Male,Nova Scotia,Excellent,Yes,Yes,Married,Own a residence,12146,1,8.233163181294254e-5
High School,English,35-44,"$25,000 to $49,999",Female,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,12146,2,1.6466326362588507e-4
College/Trade,English,25-34,"$50,000 to $74,999",Female,British Columbia,Excellent,Yes,Yes,Married,Own a residence,12146,1,8.233163181294254e-5
Postgrad,English_and_French,55-64,"$50,000 to $74,999",Male,Quebec,Excellent,Yes,Yes,Married,Own a residence,12146,1,8.233163181294254e-5
No degree/diploma,English,75-84,"Less than $25,000",Female,Ontario,Good/Very Good,Yes,Yes,Divorced,Own a residence,12146,1,8.233163181294254e-5
Bachelor,English,45-54,"$125,000 and more",Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,12146,2,1.6466326362588507e-4
Bachelor,English,35-44,"Less than $25,000",Male,Ontario,Good/Very Good,Yes,No,Married,Own a residence,12146,2,1.6466326362588507e-4
High School,English_and_French,75-84,"$25,000 to $49,999",Male,Nova Scotia,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,12146,1,8.233163181294254e-5
No degree/diploma,English,65-74,"$25,000 to $49,999",Female,Manitoba,Excellent,Yes,Yes,Married,Own a residence,12146,1,8.233163181294254e-5
College/Trade,English,65-74,"Less than $25,000",Female,Saskatchewan,Good/Very Good,Yes,Yes,Separated,No residence,12146,1,8.233163181294254e-5
Postgrad,English,35-44,"$100,000 to $ 124,999",Male,Quebec,Excellent,Yes,No,Never Married,Own a residence,12146,1,8.233163181294254e-5
College/Trade,English,75-84,"$50,000 to $74,999",Female,Ontario,Good/Very Good,Yes,Yes,Widowed,Own a residence,12146,3,2.469948954388276e-4
College/Trade,English,75-84,"$50,000 to $74,999",Female,Newfoundland and Labrador,Excellent,Yes,Yes,Widowed,Own a residence,12146,1,8.233163181294254e-5
Bachelor,English,55-64,"Less than $25,000",Female,British Columbia,Good/Very Good,Yes,Yes,Divorced,Own a residence,12146,1,8.233163181294254e-5
College/Trade,English_and_French,55-64,"$100,000 to $ 124,999",Male,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,12146,1,8.233163181294254e-5
Postgrad,English_and_French,55-64,"$100,000 to $ 124,999",Female,Quebec,Good/Very Good,Yes,Yes,Divorced,Own a residence,12146,1,8.233163181294254e-5
High School,French,55-64,"$25,000 to $49,999",Female,Quebec,Excellent,Yes,Yes,Living with a partner,No residence,12146,1,8.233163181294254e-5
College/Trade,English_and_French,35-44,"$50,000 to $74,999",Female,Alberta,Excellent,Yes,Yes,Living with a partner,Own a residence,12146,1,8.233163181294254e-5
College/Trade,English,55-64,"$50,000 to $74,999",Male,Prince Edward Island,Good/Very Good,Yes,Yes,Married,Own a residence,12146,2,1.6466326362588507e-4
College/Trade,English,35-44,"$50,000 to $74,999",Male,British Columbia,Excellent,Yes,No,Separated,No residence,12146,1,8.233163181294254e-5
College/Trade,English,65-74,"$50,000 to $74,999",Male,Newfoundland and Labrador,Poor/Fair,Yes,Yes,Married,Own a residence,12146,2,1.6466326362588507e-4
College/Trade,English,25-34,"$25,000 to $49,999",Female,Manitoba,Excellent,Yes,Yes,Never Married,No residence,12146,2,1.6466326362588507e-4
High School,English,15-24,"Less than $25,000",Female,Manitoba,Excellent,Yes,Yes,Never Married,Own a residence,12146,3,2.469948954388276e-4
Bachelor,English,55-64,"$25,000 to $49,999",Female,British Columbia,Excellent,Yes,Yes,Widowed,Own a residence,12146,1,8.233163181294254e-5
No degree/diploma,French,25-34,"Less than $25,000",Female,Quebec,Excellent,Yes,Yes,Never Married,Own a residence,12146,1,8.233163181294254e-5
Bachelor,English,45-54,"$125,000 and more",Female,Ontario,Excellent,Yes,Yes,Married,Own a residence,12146,3,2.469948954388276e-4
College/Trade,English,35-44,"$100,000 to $ 124,999",Male,Ontario,Excellent,Yes,Yes,Married,No residence,12146,2,1.6466326362588507e-4
No degree/diploma,English,75-84,"$25,000 to $49,999",Male,Ontario,Poor/Fair,Yes,Yes,Widowed,No residence,12146,3,2.469948954388276e-4
College/Trade,English,55-64,"$50,000 to $74,999",Female,Ontario,Good/Very Good,Yes,Yes,Divorced,Own a residence,12146,2,1.6466326362588507e-4
High School,French,55-64,"$25,000 to $49,999",Male,Quebec,Good/Very Good,Yes,Yes,Living with a partner,No residence,12146,1,8.233163181294254e-5
Bachelor,English,35-44,"$50,000 to $74,999",Female,Ontario,Excellent,Yes,No,Married,Own a residence,12146,1,8.233163181294254e-5
High School,English,15-24,"Less than $25,000",Male,Ontario,Good/Very Good,Yes,No,Never Married,Own a residence,12146,2,1.6466326362588507e-4
No degree/diploma,French,35-44,"$25,000 to $49,999",Female,Quebec,Excellent,Yes,No,Married,No residence,12146,1,8.233163181294254e-5
High School,English_and_French,65-74,"Less than $25,000",Male,Quebec,Good/Very Good,Yes,No,Married,Own a residence,12146,2,1.6466326362588507e-4
High School,English,65-74,"Less than $25,000",Female,Ontario,Good/Very Good,Yes,No,Widowed,No residence,12146,1,8.233163181294254e-5
High School,English,15-24,"Less than $25,000",Female,Ontario,Excellent,No,No,Never Married,No residence,12146,1,8.233163181294254e-5
High School,English,75-84,"Less than $25,000",Female,Alberta,Good/Very Good,Yes,Yes,Divorced,Own a residence,12146,1,8.233163181294254e-5
No degree/diploma,French,65-74,"$25,000 to $49,999",Male,Quebec,Good/Very Good,Yes,Yes,Widowed,No residence,12146,2,1.6466326362588507e-4
No degree/diploma,English,55-64,"$25,000 to $49,999",Male,Manitoba,Poor/Fair,Yes,Yes,Never Married,Own a residence,12146,1,8.233163181294254e-5
College/Trade,French,75-84,"$25,000 to $49,999",Male,Quebec,Poor/Fair,Yes,Yes,Married,No residence,12146,1,8.233163181294254e-5
College/Trade,French,55-64,"$25,000 to $49,999",Female,Quebec,Excellent,Yes,Yes,Living with a partner,Own a residence,12146,1,8.233163181294254e-5
College/Trade,English,65-74,"$25,000 to $49,999",Female,Ontario,Excellent,Yes,Yes,Married,Own a residence,12146,3,2.469948954388276e-4
High School,English_and_French,35-44,"$25,000 to $49,999",Female,Quebec,Good/Very Good,Yes,Yes,Never Married,Own a residence,12146,1,8.233163181294254e-5
No degree/diploma,English,75-84,"Less than $25,000",Female,Ontario,Poor/Fair,Yes,No,Widowed,Own a residence,12146,1,8.233163181294254e-5
High School,English,45-54,"$25,000 to $49,999",Male,Ontario,Excellent,Yes,Yes,Never Married,Own a residence,12146,2,1.6466326362588507e-4
No degree/diploma,English,25-34,"Less than $25,000",Female,British Columbia,Excellent,Yes,Yes,Living with a partner,No residence,12146,1,8.233163181294254e-5
Bachelor,English,25-34,"Less than $25,000",Female,British Columbia,Excellent,Yes,No,Never Married,Own a residence,12146,1,8.233163181294254e-5
College/Trade,English,55-64,"$25,000 to $49,999",Female,New Brunswick,Good/Very Good,Yes,Yes,Married,No residence,12146,1,8.233163181294254e-5
College/Trade,English,45-54,"$25,000 to $49,999",Female,British Columbia,Excellent,Yes,Yes,Married,No residence,12146,2,1.6466326362588507e-4
Postgrad,English_and_French,45-54,"$75,000 to $99,999",Male,New Brunswick,Good/Very Good,Yes,Yes,Married,Own a residence,12146,1,8.233163181294254e-5
College/Trade,English,35-44,"$25,000 to $49,999",Female,Ontario,Good/Very Good,Yes,No,Separated,Own a residence,12146,1,8.233163181294254e-5
High School,English,15-24,"Less than $25,000",Male,Alberta,Good/Very Good,Yes,Yes,Never Married,Own a residence,12146,8,6.586530545035403e-4
College/Trade,French,45-54,"$25,000 to $49,999",Female,Quebec,Excellent,Yes,Yes,Never Married,No residence,12146,3,2.469948954388276e-4
No degree/diploma,English_and_French,45-54,"$25,000 to $49,999",Female,Nova Scotia,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,12146,1,8.233163181294254e-5
Postgrad,English_and_French,25-34,"Less than $25,000",Female,Quebec,Excellent,No,No,Married,No residence,12146,1,8.233163181294254e-5
College/Trade,English,55-64,"$75,000 to $99,999",Female,Saskatchewan,Excellent,Yes,Yes,Divorced,Own a residence,12146,1,8.233163181294254e-5
No degree/diploma,English,65-74,"Less than $25,000",Male,New Brunswick,Poor/Fair,Yes,Yes,Married,Own a residence,12146,1,8.233163181294254e-5
No degree/diploma,English,75-84,"Less than $25,000",Male,British Columbia,Poor/Fair,Yes,Yes,Divorced,No residence,12146,1,8.233163181294254e-5
High School,English_and_French,35-44,"$25,000 to $49,999",Male,Quebec,Excellent,Yes,No,Never Married,No residence,12146,1,8.233163181294254e-5
High School,English,65-74,"$25,000 to $49,999",Female,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,12146,1,8.233163181294254e-5
College/Trade,French,25-34,"$125,000 and more",Male,Quebec,Excellent,Yes,Yes,Living with a partner,Own a residence,12146,1,8.233163181294254e-5
High School,English,75-84,"Less than $25,000",Male,British Columbia,Excellent,Yes,Yes,Married,Own a residence,12146,2,1.6466326362588507e-4
No degree/diploma,English,75-84,"Less than $25,000",Female,Saskatchewan,Poor/Fair,Yes,Yes,Widowed,No residence,12146,6,4.939897908776552e-4
High School,English_and_French,25-34,"$25,000 to $49,999",Male,Quebec,Excellent,Yes,Yes,Never Married,Own a residence,12146,1,8.233163181294254e-5
No degree/diploma,English,55-64,"$50,000 to $74,999",Female,Prince Edward Island,Good/Very Good,Yes,Yes,Separated,Own a residence,12146,1,8.233163181294254e-5
No degree/diploma,English,75-84,"Less than $25,000",Female,Ontario,Good/Very Good,Yes,No,Married,Own a residence,12146,5,4.1165815906471265e-4
College/Trade,English,45-54,"Less than $25,000",Female,British Columbia,Good/Very Good,Yes,No,Never Married,Own a residence,12146,1,8.233163181294254e-5
High School,English,45-54,"Less than $25,000",Male,Newfoundland and Labrador,Poor/Fair,Yes,Yes,Separated,Own a residence,12146,1,8.233163181294254e-5
College/Trade,English,55-64,"Less than $25,000",Female,Ontario,Poor/Fair,Yes,Yes,Never Married,Own a residence,12146,2,1.6466326362588507e-4
Bachelor,English,65-74,"Less than $25,000",Male,British Columbia,Good/Very Good,Yes,No,Married,Own a residence,12146,1,8.233163181294254e-5
Bachelor,English_and_French,55-64,"$25,000 to $49,999",Male,Quebec,Excellent,Yes,Yes,Married,No residence,12146,1,8.233163181294254e-5
College/Trade,English,55-64,"$50,000 to $74,999",Female,British Columbia,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,12146,1,8.233163181294254e-5
No degree/diploma,English,75-84,"Less than $25,000",Male,Newfoundland and Labrador,Don't Know,Yes,Yes,Divorced,Own a residence,12146,1,8.233163181294254e-5
College/Trade,English,75-84,"Less than $25,000",Female,Newfoundland and Labrador,Good/Very Good,Yes,Yes,Widowed,Own a residence,12146,1,8.233163181294254e-5
High School,English,55-64,"Less than $25,000",Male,Ontario,Poor/Fair,Yes,Yes,Married,No residence,12146,1,8.233163181294254e-5
High School,English,55-64,"$50,000 to $74,999",Female,British Columbia,Poor/Fair,Yes,Yes,Divorced,Own a residence,12146,2,1.6466326362588507e-4
No degree/diploma,English,15-24,"Less than $25,000",Male,British Columbia,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,12146,1,8.233163181294254e-5
High School,English,45-54,"$50,000 to $74,999",Female,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,12146,3,2.469948954388276e-4
High School,English,65-74,"$25,000 to $49,999",Female,Prince Edward Island,Good/Very Good,Yes,Yes,Married,Own a residence,12146,1,8.233163181294254e-5
College/Trade,English,35-44,"$25,000 to $49,999",Female,British Columbia,Excellent,Yes,Yes,Married,No residence,12146,1,8.233163181294254e-5
Bachelor,English_and_French,35-44,"$25,000 to $49,999",Female,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,12146,1,8.233163181294254e-5
Bachelor,English,65-74,"Less than $25,000",Male,Prince Edward Island,Poor/Fair,Yes,Yes,Married,Own a residence,12146,1,8.233163181294254e-5
Bachelor,English,65-74,"$75,000 to $99,999",Female,Ontario,Good/Very Good,Yes,Yes,Divorced,Own a residence,12146,1,8.233163181294254e-5
High School,English,65-74,"$25,000 to $49,999",Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,12146,7,5.763214226905978e-4
College/Trade,English,55-64,"$100,000 to $ 124,999",Female,Ontario,Good/Very Good,Yes,No,Married,Own a residence,12146,1,8.233163181294254e-5
Postgrad,English,35-44,"$75,000 to $99,999",Male,Saskatchewan,Excellent,Yes,Yes,Married,Own a residence,12146,1,8.233163181294254e-5
Bachelor,English_and_French,35-44,"$50,000 to $74,999",Male,Quebec,Excellent,Yes,Yes,Living with a partner,Own a residence,12146,2,1.6466326362588507e-4
High School,English,75-84,"$25,000 to $49,999",Female,Nova Scotia,Good/Very Good,Yes,Yes,Widowed,No residence,12146,1,8.233163181294254e-5
Bachelor,English,45-54,"Less than $25,000",Female,Newfoundland and Labrador,Good/Very Good,Yes,Yes,Never Married,No residence,12146,1,8.233163181294254e-5
High School,English,15-24,"Less than $25,000",Male,British Columbia,Excellent,Yes,Yes,Never Married,No residence,12146,3,2.469948954388276e-4
College/Trade,English,25-34,"Less than $25,000",Female,British Columbia,Good/Very Good,Yes,No,Married,Own a residence,12146,2,1.6466326362588507e-4
High School,English,35-44,"Less than $25,000",Female,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,12146,4,3.2932652725177014e-4
College/Trade,French,25-34,"$25,000 to $49,999",Male,Quebec,Good/Very Good,Yes,Yes,Never Married,Own a residence,12146,1,8.233163181294254e-5
